,_id,title,roomName,gender,roomType,py,deposit,rentFee,region,brandType,roomOption,url,imgUrl
0,65d83d3d586d871d4e26c4d5,이태원431,Room A,2,0,5.0,3000000,620000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
1,65d83d3f586d871d4e26c4d6,이태원431,Room B,2,0,7.0,3000000,670000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
2,65d83d41586d871d4e26c4d7,이태원431,Room C,2,1,16.0,3000000,650000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
3,65d83d43586d871d4e26c4d8,이태원431,Room D,2,0,6.0,3000000,670000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
4,65d83d46586d871d4e26c4d9,이태원431,Room E,2,0,9.0,3000000,770000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
5,65d83d48586d871d4e26c4da,이태원431,Room F,2,0,13.0,3000000,780000,녹사평역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/IT431,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
6,65d83d53586d871d4e26c4db,성수955,Room A,2,0,7.74,3000000,850000,성수역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/SS955,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
7,65d83d55586d871d4e26c4dc,성수955,Room B,2,0,16.1,3000000,1000000,성수역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/SS955,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
8,65d83d57586d871d4e26c4dd,성수955,Room C,2,0,10.55,3000000,850000,성수역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/SS955,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
9,65d83d59586d871d4e26c4de,성수955,Room D,2,0,7.77,3000000,850000,성수역,0,WIFI 에어컨 세탁기 냉장고 ,https://www.woozoo.kr/houses/SS955,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
10,65d83d64586d871d4e26c4df,89호점,Room A,2,0,13.0,1000000,490000,홍제역,0,WIFI 에어컨 세탁기 냉장고 wifi 정수기 전자렌지 밥솥 가스렌지 식탁 책상 의자 침대 옷장 서랍장,https://www.woozoo.kr/houses/89,https://dgdr.co.kr/upload/jijum/238342658_Gf6XysaH_20210923034736.jpg
