title,roomName,gender,roomType,py,deposit,rentFee,region,brandType,roomOption,url,imgUrl
upflo_당산,분리형(더블),공용,1인실,16.74422929,1800000,900000,당산동,upflo,"침대(침구 포함), 수납 가구, 테이블, 의자, 개인 욕실, 바닥난방, 천장형 냉난방기, 2중 보안, wifi",https://www.upflo.kr/dangsan,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_당산,트윈,공용,1인실,15.52010541,1600000,800000,당산동,upflo,"침대 2개(침구 포함), 수납 가구, 테이블, 의자, 공용 욕실(개별 샤워실), 바닥난방, 천장형 냉난방기, 2중 보안,wifi",https://www.upflo.kr/dangsan,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_당산,트윈,공용,2인실,21.63507172,2400000,1200000,당산동,upflo,"침대 2개(침구 포함), 수납 가구, 테이블, 의자, 공용 욕실(개별 샤워실), 바닥난방, 천장형 냉난방기, 2중 보안,wifi",https://www.upflo.kr/dangsan,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_당산,도미토리,공용,8인실,11.29284428,530000,530000,당산동,upflo,"침대(침구 포함), 개인락커, 바닥 난방, 공용 욕실(개별 샤워실), 천장형 냉난방기, 2중 보안, wifi",https://www.upflo.kr/dangsan,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_한남,슈퍼싱글,공용,1인실,18.42847512,2000000,990000,한남동,upflo,"침대, 수납 가구, 테이블, 의자, 미니 냉장고, 개인 욕실, 바닥난방, 천장형 냉난방기, 보안 시스템, wifi",https://www.upflo.kr/hannam,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_한남,트윈,공용,2인실,23.16381329,2600000,1300000,한남동,upflo,"침대 2개, 수납 가구, 테이블, 의자, 미니 냉장고, 개인 욕실, 바닥난방, 천장형 냉난방기, 보안 시스템,  wifi",https://www.upflo.kr/hannam,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_서초,슈퍼싱글,공용,1인실,27.93920185,5000000,1600000,서초동,upflo,"침대(침구 포함), 수납 가구, 테이블, 의자, 벽걸이 TV,  미니 냉장고, 개인 욕실, 천장형 냉난방기, 보안시스템, wifi",https://www.upflo.kr/seocho,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_서초,더블,공용,1인실,33.90373966,8000000,2000000,서초동,upflo,"침대(침구 포함), 수납 가구, 테이블, 의자, 벽걸이 TV,  미니 냉장고, 개인 욕실, 천장형 냉난방기, 보안시스템, wifi",https://www.upflo.kr/seocho,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
upflo_서초,트윈,공용,2인실,33.90373966,5000000,2000000,서초동,upflo,"침대 2개(침구 포함), 수납 가구, 테이블, 의자, 벽걸이 TV, 미니 냉장고, 개인 욕실, 천장형 냉난방기, 보안시스템, wifi",https://www.upflo.kr/seocho,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
HOMES,홈즈스튜디오 남영역,공용,1인실,14.3,10000000,750000,갈월동,HOMES,"서랍형 수납장, 에어컨 (Cool/Hot), 드럼세탁기, 개별 냉·난방 조절기, 초고속 인터넷 유 ∙ 무선 (wi-fi), 침대 (슈퍼싱글)",https://www.homes-studio.kr/MAIN,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
HOMES,홈즈스튜디오 선정릉_A타입,공용,1인실,29.3,10000000,1250000,삼성동,HOMES,"서랍형 수납장, 에어컨 (Cool/Hot), 드럼세탁기, 개별 냉·난방 조절기, 초고속 인터넷 유 ∙ 무선 (wi-fi), 침대 (슈퍼싱글)",https://www.homes-studio.kr/MAIN,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
HOMES,홈즈스튜디오 선정릉_B타입,공용,1인실,34,10000000,1450000,삼성동,HOMES,"서랍형 수납장, 에어컨 (Cool/Hot), 드럼세탁기, 개별 냉·난방 조절기, 초고속 인터넷 유 ∙ 무선 (wi-fi), 침대 (슈퍼싱글)",https://www.homes-studio.kr/MAIN,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
HOMES,홈즈스튜디오 망원,공용,1인실,11.44,3000000,700000,망원동,HOMES,,https://www.homes-studio.kr/MAIN,"https://static.wixstatic.com/media/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg/v1/fill/w_440,h_257,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/acb830_03ba857a5fc34aae887d0f03979bc6af~mv2.jpg"
